Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
8/16/2016,US-2016-126753,Xerox 227,Office Supplies,Philadelphia,United States,Sung Pak,20.00%,19134,Xerox,$4.00,35.00%,2.00,East,$10.00,Corporate,8/20/2016,Standard Class,Pennsylvania,Paper
4/9/2018,CA-2018-169404,Xerox 1893,Office Supplies,York,United States,Noah Childs,20.00%,17403,Xerox,$24.00,36.00%,2.00,East,$66.00,Corporate,4/14/2018,Standard Class,Pennsylvania,Paper
9/29/2018,CA-2018-148138,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Marion,United States,Michelle Ellison,20.00%,43302,Fellowes,-$6.00,-13.00%,2.00,East,$51.00,Corporate,10/3/2018,Standard Class,Ohio,Storage
4/28/2015,CA-2015-140228,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Newark,United States,George Bell,20.00%,43055,Carina,-$38.00,-21.00%,2.00,East,$178.00,Corporate,5/3/2015,Standard Class,Ohio,Storage
11/28/2017,CA-2017-127243,Tennsco Commercial Shelving,Office Supplies,Philadelphia,United States,David Smith,20.00%,19140,Tennsco,-$8.00,-24.00%,2.00,East,$33.00,Corporate,12/4/2017,Standard Class,Pennsylvania,Storage
5/15/2016,CA-2016-138492,Fellowes Neat Ideas Storage Cubes,Office Supplies,Philadelphia,United States,Fred Chung,20.00%,19140,Fellowes,-$10.00,-20.00%,2.00,East,$52.00,Corporate,5/22/2016,Standard Class,Pennsylvania,Storage
5/12/2017,US-2017-101196,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Philadelphia,United States,Filia McAdams,20.00%,19140,Belkin,-$20.00,-24.00%,2.00,East,$82.00,Corporate,5/17/2017,Standard Class,Pennsylvania,Storage
7/29/2017,CA-2017-116344,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Philadelphia,United States,Jack O'Briant,20.00%,19140,Gould Plastics,-$17.00,-20.00%,2.00,East,$85.00,Corporate,8/2/2017,Standard Class,Pennsylvania,Storage
9/15/2016,CA-2016-100734,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Philadelphia,United States,Ann Chong,20.00%,19143,Gould Plastics,-$29.00,-20.00%,2.00,East,$147.00,Corporate,9/20/2016,Standard Class,Pennsylvania,Storage
10/3/2016,CA-2016-125178,Staple magnet,Office Supplies,Reading,United States,Mary Zewe,20.00%,19601,Staple magnet,$2.00,10.00%,2.00,East,$15.00,Corporate,10/9/2016,Standard Class,Pennsylvania,Storage
11/26/2018,CA-2018-155957,Holmes HEPA Air Purifier,Office Supplies,Columbus,United States,Corey Catlett,20.00%,43229,Holmes,$10.00,19.00%,3.00,East,$52.00,Corporate,11/30/2018,Standard Class,Ohio,Appliances
4/16/2016,CA-2016-161263,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Toledo,United States,Theresa Swint,20.00%,43615,Belkin,$5.00,10.00%,3.00,East,$45.00,Corporate,4/21/2016,Standard Class,Ohio,Appliances
11/2/2018,CA-2018-127782,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Philadelphia,United States,Thea Hudgings,20.00%,19140,Other,$1.00,6.00%,3.00,East,$20.00,Corporate,11/6/2018,Standard Class,Pennsylvania,Appliances
11/16/2018,CA-2018-160633,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Bowling Green,United States,Bill Stewart,20.00%,43402,Panasonic,$5.00,6.00%,3.00,East,$86.00,Corporate,11/21/2018,Standard Class,Ohio,Art
4/16/2016,CA-2016-161263,Crayola Colored Pencils,Office Supplies,Toledo,United States,Theresa Swint,20.00%,43615,Crayola,$1.00,16.00%,3.00,East,$8.00,Corporate,4/21/2016,Standard Class,Ohio,Art
12/4/2018,CA-2018-117667,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Philadelphia,United States,Michael Stewart,20.00%,19134,Dixon,$3.00,24.00%,3.00,East,$13.00,Corporate,12/9/2018,Standard Class,Pennsylvania,Art
9/29/2015,CA-2015-122931,Nontoxic Chalk,Office Supplies,Philadelphia,United States,Suzanne McNair,20.00%,19134,Other,$1.00,35.00%,3.00,East,$4.00,Corporate,10/3/2015,Standard Class,Pennsylvania,Art
12/26/2015,CA-2015-101427,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Philadelphia,United States,Andy Yotov,20.00%,19140,Eldon,$1.00,14.00%,3.00,East,$8.00,Corporate,12/30/2015,Standard Class,Pennsylvania,Art
8/26/2017,CA-2017-132094,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Philadelphia,United States,Vivek Grady,20.00%,19140,Binney & Smith,$2.00,30.00%,3.00,East,$5.00,Corporate,9/2/2017,Standard Class,Pennsylvania,Art
10/13/2015,CA-2015-123316,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Mount Vernon,United States,Sibella Parks,20.00%,10550,Other,$3.00,36.00%,3.00,East,$8.00,Corporate,10/17/2015,Standard Class,New York,Binders
12/20/2018,CA-2018-102197,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,New York City,United States,David Kendrick,20.00%,10009,GBC,$18.00,35.00%,3.00,East,$50.00,Corporate,12/26/2018,Standard Class,New York,Binders
5/2/2017,CA-2017-158155,Vinyl Sectional Post Binders,Office Supplies,New York City,United States,Edward Hooks,20.00%,10009,Other,$34.00,38.00%,3.00,East,$90.00,Corporate,5/6/2017,Standard Class,New York,Binders
11/11/2017,CA-2017-145548,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,New York City,United States,Edward Becker,20.00%,10011,Other,$17.00,31.00%,3.00,East,$55.00,Corporate,11/16/2017,Standard Class,New York,Binders
11/11/2017,CA-2017-145548,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,New York City,United States,Edward Becker,20.00%,10011,XtraLife,$11.00,33.00%,3.00,East,$35.00,Corporate,11/16/2017,Standard Class,New York,Binders
10/30/2017,CA-2017-153836,GBC Personal VeloBind Strips,Office Supplies,New York City,United States,Edward Hooks,20.00%,10011,GBC,$10.00,35.00%,3.00,East,$29.00,Corporate,11/3/2017,Standard Class,New York,Binders
11/10/2017,CA-2017-125164,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,New York City,United States,Sally Hughsby,20.00%,10011,Wilson Jones,$17.00,34.00%,3.00,East,$50.00,Corporate,11/14/2017,Standard Class,New York,Binders
12/26/2017,CA-2017-123015,Round Ring Binders,Office Supplies,New York City,United States,Anthony Johnson,20.00%,10024,Other,$2.00,34.00%,3.00,East,$5.00,Corporate,12/30/2017,Standard Class,New York,Binders
11/10/2018,CA-2018-104640,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,New York City,United States,Frank Hawley,20.00%,10024,Fellowes,$314.00,34.00%,3.00,East,$931.00,Corporate,11/16/2018,Standard Class,New York,Binders
11/20/2015,CA-2015-140396,3M Organizer Strips,Office Supplies,New York City,United States,Katharine Harms,20.00%,10024,3M,$5.00,35.00%,3.00,East,$13.00,Corporate,11/25/2015,Standard Class,New York,Binders
6/19/2018,CA-2018-169999,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,New York City,United States,Jim Sink,20.00%,10035,Wilson Jones,$4.00,33.00%,3.00,East,$12.00,Corporate,6/26/2018,Standard Class,New York,Binders
4/1/2017,CA-2017-161473,Avery Hanging File Binders,Office Supplies,New York City,United States,Thomas Boland,20.00%,10035,Avery,$5.00,33.00%,3.00,East,$14.00,Corporate,4/5/2017,Standard Class,New York,Binders
12/27/2016,CA-2016-101889,Staple envelope,Office Supplies,Marion,United States,David Bremer,20.00%,43302,Staple envelope,$7.00,34.00%,3.00,East,$20.00,Corporate,12/31/2016,Standard Class,Ohio,Envelopes
2/23/2017,CA-2017-144400,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Philadelphia,United States,Alyssa Crouse,20.00%,19120,Other,$22.00,38.00%,3.00,East,$58.00,Corporate,2/27/2017,Standard Class,Pennsylvania,Envelopes
11/23/2015,CA-2015-149055,Quality Park Security Envelopes,Office Supplies,Philadelphia,United States,Phillip Breyer,20.00%,19134,Other,$21.00,34.00%,3.00,East,$63.00,Corporate,11/28/2015,Standard Class,Pennsylvania,Envelopes
11/2/2018,CA-2018-127782,Colored Envelopes,Office Supplies,Philadelphia,United States,Thea Hudgings,20.00%,19140,Other,$3.00,33.00%,3.00,East,$9.00,Corporate,11/6/2018,Standard Class,Pennsylvania,Envelopes
3/3/2015,US-2015-127978,Avery 495,Office Supplies,Columbus,United States,Jill Stevenson,20.00%,43229,Avery,$5.00,33.00%,3.00,East,$15.00,Corporate,3/8/2015,Standard Class,Ohio,Labels
4/28/2015,CA-2015-140228,Avery File Folder Labels,Office Supplies,Newark,United States,George Bell,20.00%,43055,Avery,$3.00,36.00%,3.00,East,$7.00,Corporate,5/3/2015,Standard Class,Ohio,Labels
8/13/2018,CA-2018-167542,Avery 486,Office Supplies,Philadelphia,United States,Keith Dawkins,20.00%,19120,Avery,$6.00,34.00%,3.00,East,$18.00,Corporate,8/20/2018,Standard Class,Pennsylvania,Labels
5/28/2018,CA-2018-161340,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Cleveland,United States,Alice McCarthy,20.00%,44105,HP,$5.00,36.00%,3.00,East,$14.00,Corporate,6/1/2018,Standard Class,Ohio,Paper
12/5/2015,CA-2015-151162,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Columbus,United States,Erin Ashbrook,20.00%,43229,Other,$6.00,33.00%,3.00,East,$17.00,Corporate,12/9/2015,Standard Class,Ohio,Paper
12/5/2015,CA-2015-151162,Xerox 1893,Office Supplies,Columbus,United States,Erin Ashbrook,20.00%,43229,Xerox,$36.00,36.00%,3.00,East,$98.00,Corporate,12/9/2015,Standard Class,Ohio,Paper
7/31/2018,CA-2018-121909,Xerox 1991,Office Supplies,Philadelphia,United States,Erin Ashbrook,20.00%,19134,Xerox,$18.00,33.00%,3.00,East,$55.00,Corporate,8/5/2018,Standard Class,Pennsylvania,Paper
8/16/2016,US-2016-126753,Xerox 199,Office Supplies,Philadelphia,United States,Sung Pak,20.00%,19134,Xerox,$3.00,31.00%,3.00,East,$10.00,Corporate,8/20/2016,Standard Class,Pennsylvania,Paper
11/4/2018,US-2018-122672,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Lancaster,United States,Henry Goldwyn,20.00%,43130,Carina,-$44.00,-23.00%,3.00,East,$194.00,Corporate,11/9/2018,Standard Class,Ohio,Storage
4/28/2015,CA-2015-140228,X-Rack File for Hanging Folders,Office Supplies,Newark,United States,George Bell,20.00%,43055,Other,$2.00,8.00%,3.00,East,$27.00,Corporate,5/3/2015,Standard Class,Ohio,Storage
11/22/2017,CA-2017-154711,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,New York City,United States,Todd Boyes,20.00%,10009,Acco,$4.00,34.00%,4.00,East,$12.00,Corporate,11/26/2017,Standard Class,New York,Binders
8/24/2018,CA-2018-123043,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,New York City,United States,Alan Haines,20.00%,10024,DXL,$8.00,31.00%,4.00,East,$25.00,Corporate,8/29/2018,Standard Class,New York,Binders
2/6/2018,US-2018-101840,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,New York City,United States,Sibella Parks,20.00%,10024,Acco,$16.00,34.00%,4.00,East,$46.00,Corporate,2/12/2018,Standard Class,New York,Binders
9/25/2018,CA-2018-122112,Security-Tint Envelopes,Office Supplies,Lakewood,United States,Carol Adams,20.00%,44107,Other,$9.00,36.00%,4.00,East,$24.00,Corporate,9/29/2018,Standard Class,Ohio,Envelopes
10/22/2018,CA-2018-156363,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Philadelphia,United States,Marina Lichtenstein,20.00%,19134,Other,$11.00,35.00%,4.00,East,$32.00,Corporate,10/28/2018,Standard Class,Pennsylvania,Envelopes
4/16/2016,CA-2016-106215,Staples,Office Supplies,Philadelphia,United States,Brad Norvell,20.00%,19143,Other,$4.00,33.00%,4.00,East,$13.00,Corporate,4/21/2016,Standard Class,Pennsylvania,Fasteners
10/19/2018,CA-2018-125199,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Philadelphia,United States,Harry Marie,20.00%,19120,Other,$7.00,31.00%,4.00,East,$24.00,Corporate,10/25/2018,Standard Class,Pennsylvania,Paper
10/18/2015,CA-2015-138450,"Adams ""While You Were Out"" Message Pads",Office Supplies,Philadelphia,United States,Edward Hooks,20.00%,19134,Adams,$3.00,31.00%,4.00,East,$10.00,Corporate,10/22/2015,Standard Class,Pennsylvania,Paper
9/29/2015,CA-2015-122931,Southworth Parchment Paper & Envelopes,Office Supplies,Philadelphia,United States,Suzanne McNair,20.00%,19134,Southworth,$7.00,33.00%,4.00,East,$21.00,Corporate,10/3/2015,Standard Class,Pennsylvania,Paper
7/25/2017,CA-2017-115525,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Toledo,United States,Rick Reed,20.00%,43615,Tripp Lite,$27.00,11.00%,5.00,East,$244.00,Corporate,7/29/2017,Standard Class,Ohio,Appliances
4/13/2018,CA-2018-141663,Translucent Push Pins by OIC,Office Supplies,Philadelphia,United States,Dave Poirier,20.00%,19134,OIC,$2.00,21.00%,5.00,East,$8.00,Corporate,4/17/2018,Standard Class,Pennsylvania,Fasteners
2/24/2018,CA-2018-127397,Xerox 1988,Office Supplies,Philadelphia,United States,Erin Smith,20.00%,19134,Xerox,$39.00,31.00%,5.00,East,$124.00,Corporate,2/28/2018,Standard Class,Pennsylvania,Paper
12/4/2018,CA-2018-117667,Xerox 1956,Office Supplies,Philadelphia,United States,Michael Stewart,20.00%,19134,Xerox,$9.00,36.00%,5.00,East,$24.00,Corporate,12/9/2018,Standard Class,Pennsylvania,Paper
11/18/2017,CA-2017-158575,Holmes 99% HEPA Air Purifier,Office Supplies,Kent,United States,Sean Braxton,20.00%,44240,Holmes,$17.00,16.00%,6.00,East,$104.00,Corporate,11/24/2017,Standard Class,Ohio,Appliances
9/26/2015,CA-2015-144974,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Philadelphia,United States,Craig Molinari,20.00%,19140,Acco,$3.00,8.00%,6.00,East,$41.00,Corporate,9/30/2015,Standard Class,Pennsylvania,Appliances
11/5/2016,CA-2016-144386,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,New York City,United States,Grant Thornton,20.00%,10009,Wilson Jones,$9.00,35.00%,6.00,East,$25.00,Corporate,11/11/2016,Standard Class,New York,Binders
12/3/2016,CA-2016-142475,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,New York City,United States,Bill Stewart,20.00%,10011,GBC,$207.00,35.00%,6.00,East,$590.00,Corporate,12/7/2016,Standard Class,New York,Binders
10/18/2015,CA-2015-138450,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Philadelphia,United States,Edward Hooks,20.00%,19134,Other,$20.00,38.00%,6.00,East,$53.00,Corporate,10/22/2015,Standard Class,Pennsylvania,Envelopes
9/3/2017,CA-2017-153185,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Cincinnati,United States,Matt Hagelstein,20.00%,45231,Wirebound,$11.00,36.00%,6.00,East,$31.00,Corporate,9/8/2017,Standard Class,Ohio,Paper
9/1/2017,CA-2017-155481,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Philadelphia,United States,Dean Katz,20.00%,19140,Other,$10.00,33.00%,6.00,East,$30.00,Corporate,9/5/2017,Standard Class,Pennsylvania,Paper
10/18/2015,CA-2015-138450,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Philadelphia,United States,Edward Hooks,20.00%,19134,Eldon,-$35.00,-19.00%,6.00,East,$187.00,Corporate,10/22/2015,Standard Class,Pennsylvania,Storage
9/29/2015,CA-2015-122931,Tennsco Single-Tier Lockers,Office Supplies,Philadelphia,United States,Suzanne McNair,20.00%,19134,Tennsco,-$338.00,-19.00%,6.00,East,"$1,802.00",Corporate,10/3/2015,Standard Class,Pennsylvania,Storage
6/25/2017,US-2017-152051,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,York,United States,Theresa Swint,20.00%,17403,Gould Plastics,-$51.00,-20.00%,6.00,East,$254.00,Corporate,6/29/2017,Standard Class,Pennsylvania,Storage
11/26/2018,CA-2018-155957,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Columbus,United States,Corey Catlett,20.00%,43229,Fellowes,$24.00,11.00%,7.00,East,$213.00,Corporate,11/30/2018,Standard Class,Ohio,Appliances
11/18/2018,US-2018-158946,BIC Liqua Brite Liner,Office Supplies,Lakewood,United States,Jane Waco,20.00%,44107,BIC,$8.00,20.00%,7.00,East,$39.00,Corporate,11/23/2018,Standard Class,Ohio,Art
10/19/2018,CA-2018-125199,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Philadelphia,United States,Harry Marie,20.00%,19120,Boston,$9.00,8.00%,7.00,East,$123.00,Corporate,10/25/2018,Standard Class,Pennsylvania,Art
12/18/2018,CA-2018-164000,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Philadelphia,United States,Aaron Hawkins,20.00%,19134,Avery,$2.00,13.00%,7.00,East,$19.00,Corporate,12/22/2018,Standard Class,Pennsylvania,Art
12/6/2017,CA-2017-162390,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Hempstead,United States,Dave Poirier,20.00%,11550,Ibico,$315.00,33.00%,7.00,East,$969.00,Corporate,12/12/2017,Standard Class,New York,Binders
4/16/2016,CA-2016-161263,"Super Bands, 12/Pack",Office Supplies,Toledo,United States,Theresa Swint,20.00%,43615,Other,-$2.00,-21.00%,7.00,East,$10.00,Corporate,4/21/2016,Standard Class,Ohio,Fasteners
8/29/2017,CA-2017-159912,Revere Boxed Rubber Bands by Revere,Office Supplies,Philadelphia,United States,George Bell,20.00%,19120,Other,-$2.00,-23.00%,7.00,East,$11.00,Corporate,9/3/2017,Standard Class,Pennsylvania,Fasteners
9/1/2017,CA-2017-155481,Staples,Office Supplies,Philadelphia,United States,Dean Katz,20.00%,19140,Other,$5.00,33.00%,7.00,East,$17.00,Corporate,9/5/2017,Standard Class,Pennsylvania,Fasteners
11/24/2018,CA-2018-131366,Xerox 1919,Office Supplies,Lancaster,United States,Shaun Chance,20.00%,17602,Xerox,$83.00,36.00%,7.00,East,$230.00,Corporate,11/29/2018,Standard Class,Pennsylvania,Paper
9/2/2018,CA-2018-157987,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,New York City,United States,Ann Chong,20.00%,10009,ACCOHIDE,$9.00,34.00%,8.00,East,$26.00,Corporate,9/6/2018,Standard Class,New York,Binders
8/26/2017,US-2017-102141,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,New York City,United States,Ken Dana,20.00%,10024,Other,$46.00,31.00%,8.00,East,$147.00,Corporate,8/31/2017,Standard Class,New York,Binders
11/28/2017,CA-2017-127243,Translucent Push Pins by OIC,Office Supplies,Philadelphia,United States,David Smith,20.00%,19140,OIC,$3.00,21.00%,8.00,East,$13.00,Corporate,12/4/2017,Standard Class,Pennsylvania,Fasteners
3/3/2015,US-2015-127978,Eldon Shelf Savers Cubes and Bins,Office Supplies,Columbus,United States,Jill Stevenson,20.00%,43229,Eldon,-$10.00,-23.00%,8.00,East,$45.00,Corporate,3/8/2015,Standard Class,Ohio,Storage
12/2/2018,CA-2018-157469,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Lakewood,United States,Erin Smith,20.00%,44107,Rogers,$2.00,9.00%,9.00,East,$20.00,Corporate,12/7/2018,Standard Class,Ohio,Art
6/6/2015,CA-2015-159520,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Long Beach,United States,Grant Thornton,20.00%,11561,Wilson Jones,$50.00,34.00%,9.00,East,$150.00,Corporate,6/11/2015,Standard Class,New York,Binders
9/29/2015,CA-2015-122931,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Philadelphia,United States,Suzanne McNair,20.00%,19134,Other,$18.00,33.00%,11.00,East,$55.00,Corporate,10/3/2015,Standard Class,Pennsylvania,Labels
12/6/2017,CA-2017-162390,Trimflex Flexible Post Binders,Office Supplies,Hempstead,United States,Dave Poirier,20.00%,11550,Other,$78.00,35.00%,13.00,East,$222.00,Corporate,12/12/2017,Standard Class,New York,Binders
9/7/2016,CA-2016-102876,GBC Wire Binding Strips,Office Supplies,Philadelphia,United States,Lisa Ryan,70.00%,19134,GBC,-$7.00,-73.00%,1.00,East,$10.00,Corporate,9/14/2016,Standard Class,Pennsylvania,Binders
9/28/2018,CA-2018-152205,GBC Standard Plastic Binding Systems Combs,Office Supplies,Philadelphia,United States,Sylvia Foulston,70.00%,19134,GBC,-$2.00,-70.00%,1.00,East,$3.00,Corporate,10/5/2018,Standard Class,Pennsylvania,Binders
9/9/2018,US-2018-118087,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Philadelphia,United States,Stefania Perrino,70.00%,19134,GBC,-$4.00,-80.00%,1.00,East,$5.00,Corporate,9/13/2018,Standard Class,Pennsylvania,Binders
8/21/2016,CA-2016-154823,Acco D-Ring Binder w/DublLock,Office Supplies,Springfield,United States,Katherine Nockton,70.00%,45503,Acco,-$9.00,-70.00%,2.00,East,$13.00,Corporate,8/25/2016,Standard Class,Ohio,Binders
8/29/2017,CA-2017-159912,Fellowes Black Plastic Comb Bindings,Office Supplies,Philadelphia,United States,George Bell,70.00%,19120,Fellowes,-$3.00,-80.00%,2.00,East,$3.00,Corporate,9/3/2017,Standard Class,Pennsylvania,Binders
9/9/2018,US-2018-118087,Wilson Jones Standard D-Ring Binders,Office Supplies,Philadelphia,United States,Stefania Perrino,70.00%,19134,Wilson Jones,-$2.00,-77.00%,2.00,East,$3.00,Corporate,9/13/2018,Standard Class,Pennsylvania,Binders
8/16/2016,US-2016-126753,"Avery Durable Plastic 1"" Binders",Office Supplies,Philadelphia,United States,Sung Pak,70.00%,19134,Avery,-$2.00,-70.00%,2.00,East,$3.00,Corporate,8/20/2016,Standard Class,Pennsylvania,Binders
11/28/2017,CA-2017-127243,GBC Plasticlear Binding Covers,Office Supplies,Philadelphia,United States,David Smith,70.00%,19140,GBC,-$5.00,-73.00%,2.00,East,$7.00,Corporate,12/4/2017,Standard Class,Pennsylvania,Binders
5/4/2018,CA-2018-133067,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Office Supplies,Philadelphia,United States,Muhammed Yedwab,70.00%,19140,Avery,-$2.00,-70.00%,2.00,East,$2.00,Corporate,5/10/2018,Standard Class,Pennsylvania,Binders
5/21/2016,CA-2016-102806,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Philadelphia,United States,Henry Goldwyn,70.00%,19143,Wilson Jones,-$18.00,-73.00%,2.00,East,$25.00,Corporate,5/28/2016,Standard Class,Pennsylvania,Binders
8/25/2015,CA-2015-107398,Insertable Tab Indexes For Data Binders,Office Supplies,Columbus,United States,Brendan Sweed,70.00%,43229,Other,-$2.00,-80.00%,3.00,East,$3.00,Corporate,8/30/2015,Standard Class,Ohio,Binders
9/27/2017,CA-2017-163202,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Lancaster,United States,Brian Moss,70.00%,43130,Other,-$2.00,-70.00%,3.00,East,$3.00,Corporate,10/2/2017,Standard Class,Ohio,Binders
3/5/2016,CA-2016-109001,Avery Round Ring Poly Binders,Office Supplies,Philadelphia,United States,Katherine Nockton,70.00%,19120,Avery,-$2.00,-70.00%,3.00,East,$3.00,Corporate,3/9/2016,Standard Class,Pennsylvania,Binders
9/7/2016,CA-2016-102876,Angle-D Ring Binders,Office Supplies,Philadelphia,United States,Lisa Ryan,70.00%,19134,Angle-D,-$4.00,-80.00%,3.00,East,$5.00,Corporate,9/14/2016,Standard Class,Pennsylvania,Binders
8/16/2016,US-2016-126753,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Philadelphia,United States,Sung Pak,70.00%,19134,Avery,-$3.00,-73.00%,3.00,East,$4.00,Corporate,8/20/2016,Standard Class,Pennsylvania,Binders
5/4/2018,CA-2018-133067,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Philadelphia,United States,Muhammed Yedwab,70.00%,19140,Avery,-$8.00,-80.00%,3.00,East,$9.00,Corporate,5/10/2018,Standard Class,Pennsylvania,Binders
4/30/2018,CA-2018-144526,GBC VeloBind Cover Sets,Office Supplies,Philadelphia,United States,Quincy Jones,70.00%,19143,GBC,-$9.00,-67.00%,3.00,East,$14.00,Corporate,5/6/2018,Standard Class,Pennsylvania,Binders
8/25/2015,CA-2015-107398,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Columbus,United States,Brendan Sweed,70.00%,43229,Wilson Jones,-$5.00,-70.00%,4.00,East,$7.00,Corporate,8/30/2015,Standard Class,Ohio,Binders
12/5/2015,CA-2015-151162,Large Capacity Hanging Post Binders,Office Supplies,Columbus,United States,Erin Ashbrook,70.00%,43229,Other,-$24.00,-80.00%,4.00,East,$30.00,Corporate,12/9/2015,Standard Class,Ohio,Binders
5/3/2018,CA-2018-132199,Wilson Jones Legal Size Ring Binders,Office Supplies,Philadelphia,United States,Bill Overfelt,70.00%,19134,Wilson Jones,-$18.00,-67.00%,4.00,East,$26.00,Corporate,5/8/2018,Standard Class,Pennsylvania,Binders
9/4/2016,CA-2016-113523,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Philadelphia,United States,Shaun Chance,70.00%,19140,Avery,-$6.00,-80.00%,4.00,East,$8.00,Corporate,9/8/2016,Standard Class,Pennsylvania,Binders
9/15/2016,CA-2016-100734,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Philadelphia,United States,Ann Chong,70.00%,19143,Avery,-$3.00,-80.00%,4.00,East,$4.00,Corporate,9/20/2016,Standard Class,Pennsylvania,Binders
4/9/2018,CA-2018-169404,Tuf-Vin Binders,Office Supplies,York,United States,Noah Childs,70.00%,17403,Other,-$29.00,-77.00%,4.00,East,$38.00,Corporate,4/14/2018,Standard Class,Pennsylvania,Binders
6/25/2017,US-2017-152051,GBC Wire Binding Strips,Office Supplies,York,United States,Theresa Swint,70.00%,17403,GBC,-$28.00,-73.00%,4.00,East,$38.00,Corporate,6/29/2017,Standard Class,Pennsylvania,Binders
4/16/2016,CA-2016-161263,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Toledo,United States,Theresa Swint,70.00%,43615,GBC,-$46.00,-83.00%,5.00,East,$55.00,Corporate,4/21/2016,Standard Class,Ohio,Binders
5/3/2018,CA-2018-132199,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Philadelphia,United States,Bill Overfelt,70.00%,19134,Wilson Jones,-$45.00,-70.00%,5.00,East,$64.00,Corporate,5/8/2018,Standard Class,Pennsylvania,Binders
9/26/2015,CA-2015-144974,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Philadelphia,United States,Craig Molinari,70.00%,19140,Avery,-$5.00,-77.00%,5.00,East,$6.00,Corporate,9/30/2015,Standard Class,Pennsylvania,Binders
